sentence,label,severity
A barely detectable edge to the high frequencies,TOO_SHARP,0.06
There is an almost imperceptible shrillness,TOO_SHARP,0.04
A very faint harshness in the upper register,TOO_SHARP,0.08
Just a hint of brightness that is barely noticeable,TOO_SHARP,0.1
The tiniest trace of shrillness in some sounds,TOO_SHARP,0.07
The sound has a mildly grating quality in the treble,TOO_SHARP,0.28
There is a slightly harsh edge to consonants,TOO_SHARP,0.3
The treble sounds a little too crisp and edgy,TOO_SHARP,0.26
I notice a mild shrillness on certain sounds,TOO_SHARP,0.24
The high frequencies are mildly too prominent,TOO_SHARP,0.28
Speech has a slightly harsh quality to it,TOO_SHARP,0.3
There is a mild brittleness in the upper frequencies,TOO_SHARP,0.26
The treble is a touch too bright and edgy,TOO_SHARP,0.22
Voices have a slightly tinny edge to them,TOO_SHARP,0.24
I hear a mild whistling quality on high pitched sounds,TOO_SHARP,0.28
The sound is a bit too crispy in the upper range,TOO_SHARP,0.3
There is a slight harshness on s sounds in speech,TOO_SHARP,0.26
The treble brightness is mildly uncomfortable,TOO_SHARP,0.32
Consonants have a slightly grating quality,TOO_SHARP,0.28
The upper frequencies have a mildly harsh character,TOO_SHARP,0.3
There is a subtle shrill quality to high pitched voices,TOO_SHARP,0.34
The treble is a little too forward and prominent,TOO_SHARP,0.28
The treble is noticeably too strident and grating,TOO_SHARP,0.52
High frequency sounds are uncomfortably harsh,TOO_SHARP,0.55
The sound has a grating and tinny quality,TOO_SHARP,0.5
Consonants sound harsh and are bothering me,TOO_SHARP,0.52
The treble is too bright and needs reducing,TOO_SHARP,0.55
Sibilant sounds are too prominent and harsh,TOO_SHARP,0.55
The upper frequencies are unpleasantly grating,TOO_SHARP,0.5
I find the treble brightness very uncomfortable,TOO_SHARP,0.55
The shrillness in voices is really bothering me,TOO_SHARP,0.58
High pitched sounds feel harsh and grating,TOO_SHARP,0.55
The treble has too much harshness and edge,TOO_SHARP,0.58
Speech has a harsh and brittle character to it,TOO_SHARP,0.52
The sibilants in speech are unpleasantly sharp,TOO_SHARP,0.55
The treble is far too forward and harsh for me,TOO_SHARP,0.6
I cannot ignore how harsh the high frequencies are,TOO_SHARP,0.6
The brightness in the treble is grating on me,TOO_SHARP,0.55
High frequency sounds have an uncomfortable edge,TOO_SHARP,0.52
The treble harshness is making listening tiring,TOO_SHARP,0.58
Speech consonants sound jagged and harsh,TOO_SHARP,0.55
The upper frequency range is too aggressive,TOO_SHARP,0.6
The treble is very harsh and difficult to tolerate,TOO_SHARP,0.7
High frequency sounds are very piercing right now,TOO_SHARP,0.72
The shrillness is severe and very uncomfortable,TOO_SHARP,0.75
The treble is harsh enough to cause real discomfort,TOO_SHARP,0.72
I am struggling with how shrill everything sounds,TOO_SHARP,0.7
The grating quality of the treble is genuinely painful,TOO_SHARP,0.75
High pitched sounds are piercing and very hard to bear,TOO_SHARP,0.78
The shrillness is at a level that causes me distress,TOO_SHARP,0.72
The treble harshness is genuinely hurting my ears,TOO_SHARP,0.78
Sibilants are so harsh they are piercing my ears,TOO_SHARP,0.8
The upper frequencies are painfully harsh right now,TOO_SHARP,0.8
The treble is so sharp it is causing real discomfort,TOO_SHARP,0.78
High pitched sounds feel like they are stabbing my ears,TOO_SHARP,0.82
The shrillness is very intense and very painful,TOO_SHARP,0.8
The treble harshness is at an intolerable level,TOO_SHARP,0.82
The harshness in the treble is absolutely unbearable,TOO_SHARP,0.9
The shrillness is agonizing and I cannot tolerate it,TOO_SHARP,0.92
Every sibilant sound is excruciatingly painful,TOO_SHARP,0.9
The treble harshness is causing me severe pain,TOO_SHARP,0.92
High frequency sounds are agonizingly shrill,TOO_SHARP,0.9
The shrillness is completely unbearable right now,TOO_SHARP,0.95
The treble is so harsh it is physically agonizing,TOO_SHARP,0.95
I am in real pain from the shrillness right now,TOO_SHARP,0.92
The harshness of the high frequencies is excruciating,TOO_SHARP,0.95
Every sharp consonant causes me real physical pain,TOO_SHARP,0.9
The treble shrillness is at an agonizing intensity,TOO_SHARP,0.95
The high frequency harshness is completely agonizing,TOO_SHARP,1.0
The shrillness is causing me excruciating pain,TOO_SHARP,1.0
I cannot bear the agonizing harshness of the treble,TOO_SHARP,1.0
The sibilant sounds are excruciatingly sharp and painful,TOO_SHARP,0.92
The upper frequency harshness is devastatingly painful,TOO_SHARP,0.95
Every high pitched sound is piercing through my ears,TOO_SHARP,0.9
The treble is absolutely agonizing to listen to,TOO_SHARP,0.95
The shrillness has reached an absolutely devastating level,TOO_SHARP,1.0
The harshness in the treble is causing extreme agony,TOO_SHARP,1.0
That is great thank you very much,BALANCED,0.0
Yes I can hear perfectly now,BALANCED,0.0
This is exactly what I was looking for,BALANCED,0.0
I can hear everything now,BALANCED,0.0
That sounds much better,BALANCED,0.0
Yes this is comfortable,BALANCED,0.0
I can follow the conversation again,BALANCED,0.0
The sound is just right for me,BALANCED,0.0
I am happy with this now,BALANCED,0.0
Yes that works for me,BALANCED,0.0
I can hear clearly and comfortably,BALANCED,0.0
This sounds perfect to me,BALANCED,0.0
Much better I can hear well now,BALANCED,0.0
That is the right level for me,BALANCED,0.0
I can hear everything without difficulty,BALANCED,0.0
This is very good thank you,BALANCED,0.0
I can follow what people are saying now,BALANCED,0.0
That is comfortable and clear,BALANCED,0.0
I am satisfied with this setting now,BALANCED,0.0
Yes this sounds right to me,BALANCED,0.0
I can hear speech clearly now,BALANCED,0.0
This level is good for me,BALANCED,0.0
That is better thank you,BALANCED,0.0
I can hear comfortably now,BALANCED,0.0
This setting is just right,BALANCED,0.0
I am comfortable and can hear everything,BALANCED,0.0
Yes this is what I needed,BALANCED,0.0
I can hear people speaking naturally now,BALANCED,0.0
This sounds good and comfortable,BALANCED,0.0
I have no issues with the sound now,BALANCED,0.0
That sounds natural and clear,BALANCED,0.0
I can hear without any problem,BALANCED,0.0
This is a good comfortable level,BALANCED,0.0
I am happy and can hear clearly now,BALANCED,0.0
The sound feels right and natural,BALANCED,0.0
I can hear all around me clearly now,BALANCED,0.0
This feels just right for me thank you,BALANCED,0.0
I can understand everyone now,BALANCED,0.0
This is comfortable and I like it,BALANCED,0.0
The sound is clear and I have no complaints,BALANCED,0.0
I can hear well and feel comfortable,BALANCED,0.0
Yes that is much better thank you,BALANCED,0.0
I can follow speech easily and clearly,BALANCED,0.0
This sounds nice and natural to me,BALANCED,0.0
I am not straining to hear at all now,BALANCED,0.0
The sound is pleasant and clear now,BALANCED,0.0
I can hear without any strain at all,BALANCED,0.0
This feels good to me,BALANCED,0.0
I am satisfied and comfortable now,BALANCED,0.0
Yes this is exactly right for me,BALANCED,0.0
